32  base  Synset('al-qaeda.n.01')
32  rental  Synset('rental.n.02')
32  of  None
32  one  Synset('one.s.02')
32  million  Synset('million.n.01')
32  pounds  Synset('pound.n.12')
32  year  Synset('year.n.03')
32  and  None
32  percentage  Synset('percentage.n.01')
32  turnover  Synset('employee_turnover.n.01')
33  is  Synset('embody.v.02')
33  also  Synset('besides.r.02')
33  intent  Synset('intent.n.02')
33  on  Synset('on.r.03')
33  exploiting  Synset('exploit.v.02')
33  the  None
33  sponsorship  Synset('sponsorship.n.01')
33  potential  Synset('potential.n.01')
33  of  None
33  complex  Synset('complex.n.02')
34  are  Synset('be.v.01')
34  currently  Synset('presently.r.02')
34  negotiating  Synset('negociate.v.06')
34  with  None
34  several  Synset('several.s.01')
34  potential  Synset('potential.n.01')
34  sponsors  Synset('patronize.v.02')
34  for  None
34  the  None
34  complex  Synset('complex.n.03')
34  and  None
34  will  Synset('will.n.03')
34  be  Synset('be.v.01')
34  developing  Synset('develop.v.19')
34  commercial  Synset('commercial.s.03')
34  partnerhsips  None
34  a  Synset('vitamin_a.n.01')
34  range  Synset('scope.n.01')
34  of  None
34  companies  Synset('ship's_company.n.01')
34  who  Synset('world_health_organization.n.01')
34  understand  Synset('understand.v.01')
34  power  Synset('power.v.01')
34  that  None
34  our  None
34  customer  Synset('customer.n.01')
34  base  Synset('infrastructure.n.02')
34  can  Synset('toilet.n.02')
34  provide  Synset('leave.v.06')
35  offers  Synset('propose.v.05')
35  unrivalled  Synset('matchless.s.01')
35  opportunities  Synset('opportunity.n.01')
35  for  None
35  advertisers  Synset('advertiser.n.01')
35  and  None
35  sponsors  Synset('presenter.n.02')
35  to  None
35  promote  Synset('promote.v.05')
35  their  None
35  products  Synset('product.n.02')
35  an  Synset('associate_in_nursing.n.01')
35  elusive  Synset('elusive.s.03')
35  youth  Synset('youth.n.06')
35  market  Synset('marketplace.n.02')
36  to  None
36  promote  Synset('promote.v.05')
36  their  None
36  products  Synset('product.n.02')
36  an  Synset('associate_in_nursing.n.01')
36  elusive  Synset('elusive.s.03')
36  youth  Synset('youth.n.05')
36  market  Synset('marketplace.n.02')
37  was  Synset('be.v.05')
37  spun  Synset('whirl.v.02')
37  off  Synset('away.r.01')
37  from  None
37  property  Synset('property.n.05')
37  management  Synset('management.n.02')
37  group  Synset('group.v.02')
37  Burford  None
37  Holdings  Synset('restrain.v.03')
37  last  Synset('last.n.02')
37  November  Synset('november.n.01')
38  had  Synset('induce.v.02')
38  acquired  Synset('get.v.01')
38  the  None
38  Trocadero  None
38  complex  Synset('complex.n.02')
38  in  Synset('indium.n.01')
38  September  Synset('september.n.01')
38  1994  None
38  for  None
38  94  Synset('ninety-four.s.01')
38  million  Synset('million.n.01')
38  pounds  Synset('pound.n.12')
39  was  Synset('washington.n.02')
39  a  Synset('deoxyadenosine_monophosphate.n.01')
39  shopping  Synset('patronize.v.02')
39  mall  Synset('promenade.n.02')
