Ngrams,Negation,Contrast,Positive entities,Negative entities,Class
great growth,false,0,2,0,positive
growth potential,false,0,2,0,positive
potential and,false,0,2,0,positive
and will,false,0,2,0,positive
will obtain,false,0,2,0,positive
obtain a,false,0,2,0,positive
a better,false,0,2,0,positive
better market,false,0,2,0,positive
sees higher,false,0,0,0,positive
more than,false,0,0,0,positive
would be,false,0,0,0,positive
be clearly,false,0,0,0,positive
surge in,false,0,0,0,positive
increase in,false,0,0,0,positive
profitability improved,false,0,0,0,positive
improved in,false,0,0,0,positive
in all,false,0,0,0,positive
all areas,false,0,0,0,positive
areas of,false,0,0,0,positive
of the,false,0,0,0,positive
the group,false,0,0,0,positive
group s,false,0,0,0,positive
expects to,false,0,0,0,positive
to add,false,0,0,0,positive
new workers,false,0,0,0,positive
workers by,false,0,0,0,positive
by the,false,0,0,0,positive
the end,false,0,0,0,positive
end of,false,0,0,0,positive
in addition,false,0,0,0,positive
addition to,false,0,0,0,positive
to an,false,0,0,0,positive
an increase,false,0,0,0,positive
stands on,false,0,0,0,positive
on the,false,0,0,0,positive
seen promising,false,0,0,0,positive
two monthly,false,0,0,0,positive
monthly trade,false,0,0,0,positive
good figure,false,0,1,0,positive
figure for,false,0,1,0,positive
for the,false,0,1,0,positive
provide some,false,0,1,0,positive
some bullish,false,0,1,0,positive
concentrate on,false,0,0,0,positive
on and,false,0,0,0,positive
strong portfolio,false,0,0,0,positive
portfolio of,false,0,0,0,positive
trading close,false,0,0,0,positive
close around,false,0,0,0,positive
around their,false,0,0,0,positive
their highest,false,0,0,0,positive
highest for,false,0,0,0,positive
for a,false,0,0,0,positive
gone very,false,0,1,0,positive
very well,false,0,1,0,positive
appear to,false,0,1,0,positive
to be,false,0,1,0,positive
be very,false,0,1,0,positive
concentrate on,false,0,0,0,positive
on and,false,0,0,0,positive
create such,false,0,0,2,positive
such a,false,0,0,2,positive
a dominant,false,0,0,2,positive
dominant force,false,0,0,2,positive
force in,false,0,0,2,positive
in the,false,0,0,2,positive
rising to,false,0,0,0,positive
to a,false,0,0,0,positive
a new,false,0,0,0,positive
has led,false,0,0,0,positive
led the,false,0,0,0,positive
the rise,false,0,0,0,positive
rise in,false,0,0,0,positive
in media,false,0,0,0,positive
lead media,false,0,0,0,positive
media sector,false,0,0,0,positive
continued to,false,0,0,0,positive
pretty well,false,0,1,1,positive
provided a,false,0,1,0,positive
a good,false,0,1,0,positive
paying a,false,0,0,0,positive
a special,false,0,0,0,positive
expected to,false,0,1,0,positive
to see,false,0,1,0,positive
see a,false,0,1,0,positive
a very,false,0,1,0,positive
very good,false,0,1,0,positive
no repeat,true,0,0,0,positive
repeat of,true,0,0,0,positive
of the,true,0,0,0,positive
the ugly,true,0,0,0,positive
ends in,false,0,0,0,positive
in high,false,0,0,0,positive
approved rules,false,0,2,1,positive
rules designed,false,0,2,1,positive
designed to,false,0,2,1,positive
to give,false,0,2,1,positive
give stock,false,0,2,1,positive
stock market,false,0,2,1,positive
market investors,false,0,2,1,positive
investors a,false,0,2,1,positive
a better,false,0,2,1,positive
better chance,false,0,2,1,positive
chance at,false,0,2,1,positive
at getting,false,0,2,1,positive
getting the,false,0,2,1,positive
the best,false,0,2,1,positive
best price,false,0,2,1,positive
price available,false,0,2,1,positive
available for,false,0,2,1,positive
recognised as,false,0,0,0,positive
closed floor,false,0,0,1,positive
floor trading,false,0,0,1,positive
pushes london,false,0,0,0,positive
london stocks,false,0,0,0,positive
stocks to,false,0,0,0,positive
to new,false,0,0,0,positive
helped push,false,0,0,1,positive
push leading,false,0,0,1,positive
leading london,false,0,0,1,positive
london shares,false,0,0,1,positive
shares to,false,0,0,1,positive
to a,false,0,0,1,positive
a new,false,0,0,1,positive
new record,false,0,0,1,positive
citing rising,false,0,0,0,positive
rising near,false,0,0,0,positive
near term,false,0,0,0,positive
his rising,false,0,0,0,positive
helping to,false,0,0,1,positive
sending the,false,0,0,0,positive
the dollar,false,0,0,0,positive
dollar soaring,false,0,0,0,positive
soaring above,false,0,0,0,positive
forecast a,false,0,0,0,positive
epidemic is,false,0,0,0,positive
is in,false,0,0,0,positive
in rapid,false,0,0,0,positive
have made,false,0,0,0,positive
made their,false,0,0,0,positive
their views,false,0,0,0,positive
caught financial,false,0,1,0,positive
financial markets,false,0,1,0,positive
markets on,false,0,1,0,positive
on the,false,0,1,0,positive
will likely,false,0,0,0,positive
likely be,false,0,0,0,positive
be lured,false,0,0,0,positive
now we,true,0,0,0,positive
we re,true,0,0,0,positive
re at,true,0,0,0,positive
at the,true,0,0,0,positive
the point,true,0,0,0,positive
point where,true,0,0,0,positive
where the,true,0,0,0,positive
the fundamentals,true,0,0,0,positive
fundamentals are,true,0,0,0,positive
back on,false,0,0,0,positive
on the,false,0,0,0,positive
the recovery,false,0,0,0,positive
buzz of,false,0,0,0,positive
closing at,false,0,0,0,positive
at record,false,0,0,0,positive
it s,false,0,0,1,positive
s always,false,0,0,1,positive
always been,false,0,0,1,positive
been getting,false,0,0,1,positive
getting ahead,false,0,0,1,positive
ahead of,false,0,0,1,positive
of itself,false,0,0,1,positive
itself in,false,0,0,1,positive
in terms,false,0,0,1,positive
brings mexican,false,0,0,0,positive
mexican markets,false,0,0,0,positive
markets to,false,0,0,0,positive
play a,false,0,0,0,positive
a major,false,0,0,0,positive
expected to,false,0,0,0,positive
to save,false,0,0,0,positive
steps to,false,0,0,0,positive
feel like,false,0,0,1,positive
like a,false,0,0,1,positive
a movie,false,0,0,1,positive
a limited,false,0,0,1,positive
limited edition,false,0,0,1,positive
edition t,false,0,0,1,positive
t shirt,false,0,0,1,positive
shirt and,false,0,0,1,positive
and discounts,false,0,0,1,positive
discounts on,false,0,0,1,positive
on food,false,0,0,1,positive
food and,false,0,0,1,positive
branded credit,false,0,0,0,positive
credit cards,false,0,0,0,positive
cards that,false,0,0,0,positive
that make,false,0,0,0,positive
make going,false,0,0,0,positive
going into,false,0,0,0,positive
into debt,false,0,0,0,positive
debt more,false,0,0,0,positive
more fun,false,0,0,0,positive
preferential seating,false,0,0,1,positive
seating in,false,0,0,1,positive
in the,false,0,0,1,positive
pulled coffee,false,0,0,0,positive
coffee prices,false,0,0,0,positive
held interest,false,0,1,0,positive
interest rates,false,0,1,0,positive
within a,false,0,0,0,positive
a stone,false,0,0,0,positive
stone s,false,0,0,0,positive
s throw,false,0,0,0,positive
throw of,false,0,0,0,positive
of its,false,0,0,0,positive
its record,false,0,0,0,positive
record closing,false,0,0,0,positive
keeps interest,false,0,1,0,positive
interest rates,false,0,1,0,positive
profitable and,false,0,1,0,positive
and making,false,0,1,0,positive
making money,false,0,1,0,positive
money in,false,0,1,0,positive
in the,false,0,1,0,positive
the internet,false,0,1,0,positive
offer the,false,0,0,1,positive
the service,false,0,0,1,positive
service for,false,0,0,1,positive
will rise,false,0,0,0,positive
rise a,false,0,0,0,positive
a projected,false,0,0,0,positive
percent to,false,0,0,0,positive
to an,false,0,0,0,positive
an average,false,0,0,0,positive
average of,false,0,0,0,positive
recover hundreds,false,0,0,1,positive
hundreds of,false,0,0,1,positive
of millions,false,0,0,1,positive
millions of,false,0,0,1,positive
will be,false,0,1,0,positive
be welcome,false,0,1,0,positive
cent an,false,0,0,2,positive
an hour,false,0,0,2,positive
hour increase,false,0,0,2,positive
increase will,false,0,0,2,positive
will have,false,0,0,2,positive
have little,false,0,0,2,positive
little short,false,0,0,2,positive
short term,false,0,0,2,positive
held interest,false,0,1,0,positive
interest rates,false,0,1,0,positive
held interest,false,0,1,0,positive
interest rates,false,0,1,0,positive
stock prices,true,0,0,0,positive
prices rose,true,0,0,0,positive
rose after,true,0,0,0,positive
after the,true,0,0,0,positive
the fed,true,0,0,0,positive
closed mostly,false,0,0,0,positive
cleared a,false,0,0,0,positive
campaigned among,false,0,0,0,positive
among u,false,0,0,0,positive
u s,false,0,0,0,positive
lent his,false,0,0,0,positive
his prestige,false,0,0,0,positive
prestige and,false,0,0,0,positive
gave millions,false,0,0,0,positive
millions of,false,0,0,0,positive
of americans,false,0,0,0,positive
americans a,false,0,0,0,positive
got a,false,0,0,0,positive
ability to,false,0,0,1,positive
cooling off,false,0,0,0,positive
off without,false,0,0,0,positive
without inflation,false,0,0,0,positive
inflation heating,false,0,0,0,positive
the united,false,0,1,1,positive
united states,false,0,1,1,positive
states may,false,0,1,1,positive
may seek,false,0,1,1,positive
seek an,false,0,1,1,positive
an informal,false,0,1,1,positive
informal alliance,false,0,1,1,positive
alliance with,false,0,1,1,positive
with japan,false,0,1,1,positive
japan and,false,0,1,1,positive
and the,false,0,1,1,positive
the european,false,0,1,1,positive
european union,false,0,1,1,positive
union to,false,0,1,1,positive
to win,false,0,1,1,positive
win world,false,0,1,1,positive
world trade,false,0,1,1,positive
trade rules,false,0,1,1,positive
rules to,false,0,1,1,positive
to assure,false,0,1,1,positive
assure fair,false,0,1,1,positive
fair play,false,0,1,1,positive
play by,false,0,1,1,positive
lent his,false,0,0,0,positive
his prestige,false,0,0,0,positive
prestige and,false,0,0,0,positive
helped lead,false,0,0,0,positive
lead u,false,0,0,0,positive
u s,false,0,0,0,positive
troops to,false,0,0,0,positive
to victory,false,0,0,0,positive
victory in,false,0,0,0,positive
in operation,false,0,0,0,positive
operation desert,false,0,0,0,positive
desert storm,false,0,0,0,positive
storm in,false,0,0,0,positive
chalked up,false,0,0,0,positive
up a,false,0,0,0,positive
couldn t,false,0,1,0,positive
t have,false,0,1,0,positive
have forecast,false,0,1,0,positive
forecast a,false,0,1,0,positive
a better,false,0,1,0,positive
better background,false,0,1,0,positive
background for,false,0,1,0,positive
for the,false,0,1,0,positive
the equity,false,0,1,0,positive
closes at,false,0,0,0,positive
a lot,false,0,0,0,positive
lot going,false,0,0,0,positive
going for,false,0,0,0,positive
surpassing the,false,0,0,1,positive
the previous,false,0,0,1,positive
expected to,false,0,0,0,positive
expected the,false,0,0,0,positive
the retail,false,0,0,0,positive
retail revenues,false,0,0,0,positive
revenues to,false,0,0,0,positive
developing in,false,0,0,0,positive
in line,false,0,0,0,positive
line with,false,0,0,0,positive
closed slightly,false,0,1,0,positive
slightly better,false,0,1,0,positive
better at,false,0,1,0,positive
shifting of,false,0,0,0,positive
hits two,false,0,0,0,positive
two month,false,0,0,0,positive
were at,false,0,0,0,positive
at their,false,0,0,0,positive
their highest,false,0,0,0,positive
make a,false,0,0,0,positive
a go,false,0,0,0,positive
go of,false,0,0,0,positive
of breaking,false,0,0,0,positive
breaking through,false,0,0,0,positive
through its,false,0,0,0,positive
its recent,false,0,0,0,positive
recent price,false,0,0,0,positive
price ceiling,false,0,0,0,positive
ceiling at,false,0,0,0,positive
at just,false,0,0,0,positive
just under,false,0,0,0,positive
expanded to,false,0,0,0,positive
not pointing,true,0,0,0,positive
pointing toward,true,0,0,0,positive
was likely,false,0,0,0,positive
likely to,false,0,0,0,positive
to be,false,0,0,0,positive
anticipating a,false,0,1,0,positive
a continuation,false,0,1,0,positive
continuation of,false,0,1,0,positive
of the,false,0,1,0,positive
the positive,false,0,1,0,positive
positive business,false,0,1,0,positive
helped it,false,0,0,1,positive
it outperform,false,0,0,1,positive
outperform the,false,0,0,1,positive
the rest,false,0,0,1,positive
rest of,false,0,0,1,positive
of the,false,0,0,1,positive
happy to,false,0,1,0,positive
to see,false,0,1,0,positive
see it,false,0,1,0,positive
lauded as,false,0,0,0,positive
as australian,false,0,0,0,positive
australian of,false,0,0,0,positive
of the,false,0,0,0,positive
winning the,false,0,1,0,positive
the prestigious,false,0,1,0,positive
prestigious america,false,0,1,0,positive
america s,false,0,1,0,positive
s cup,false,0,1,0,positive
cup yacht,false,0,1,0,positive
towards the,false,0,0,0,positive
the top,false,0,0,0,positive
top end,false,0,0,0,positive
end of,false,0,0,0,positive
of analysts,false,0,0,0,positive
closes at,false,0,0,0,positive
closes at,false,0,0,0,positive
turned the,false,0,0,0,positive
possible turning,false,0,1,0,positive
expected to,false,0,0,0,positive
realisation of,false,0,0,0,positive
of the,false,0,0,0,positive
provide new,false,0,0,0,positive
supply interactive,false,0,0,0,positive
very big,false,0,0,0,positive
reaching a,false,0,0,0,positive
rallied to,false,0,0,0,positive
to close,false,0,0,0,positive
this is,false,0,0,0,positive
is what,false,0,0,0,positive
what the,false,0,0,0,positive
the imf,false,0,0,0,positive
real net,false,0,0,1,positive
net profit,false,0,0,1,positive
returning to,true,0,0,1,positive
made two,false,0,0,0,positive
two significant,false,0,0,0,positive
significant expansionary,false,0,0,0,positive
closed slightly,false,0,0,0,positive
ended just,false,0,0,0,positive
raised on,false,0,0,0,positive
on tuesday,false,0,0,0,positive
tuesday his,false,0,0,0,positive
raised its,false,0,0,0,positive
its takeover,false,0,0,0,positive
slightly above,false,0,0,0,positive
above market,false,0,0,0,positive
confounding most,false,0,0,0,positive
doubles as,false,0,0,0,positive
as premier,false,0,0,0,positive
premier or,false,0,0,0,positive
or cabinet,false,0,0,0,positive
understanding the,false,0,0,0,positive
the magnitude,false,0,0,0,positive
magnitude of,false,0,0,0,positive
of the,false,0,0,0,positive
a positive,false,0,1,0,positive
plan now,true,0,0,1,positive
now to,true,0,0,1,positive
savor the,false,0,0,0,positive
the sweetness,false,0,0,0,positive
sweetness of,false,0,0,0,positive
good trade,false,0,1,0,positive
predicted improved,false,0,0,0,positive
mixed economic,true,0,0,1,positive
touch of,false,0,0,0,positive
of political,false,0,0,0,positive
exceptional profit,false,0,0,0,positive
significant turnaround,false,0,0,0,positive
turnaround in,false,0,0,0,positive
exceeded analysts,false,0,0,0,positive
fuelled by,false,0,0,1,positive
by expense,false,0,0,1,positive
expense cuts,false,0,0,1,positive
fatter price,false,0,0,1,positive
price mark,false,0,0,1,positive
mark ups,false,0,0,1,positive
ups and,false,0,0,1,positive
cost cuts,false,0,0,0,positive
cuts and,false,0,0,0,positive
removed a,false,0,1,0,positive
a possible,false,0,1,0,positive
their ability,false,0,0,2,positive
ability to,false,0,0,2,positive
to keep,false,0,0,2,positive
keep their,false,0,0,2,positive
their families,false,0,0,2,positive
families together,false,0,0,2,positive
together and,false,0,0,2,positive
and their,false,0,0,2,positive
their failure,false,0,0,2,positive
failure to,false,0,0,2,positive
got a,false,0,0,0,positive
the green,false,0,0,2,positive
green light,false,0,0,2,positive
light to,false,0,0,2,positive
to start,false,0,0,2,positive
start flying,false,0,0,2,positive
flying two,false,0,0,2,positive
two more,false,0,0,2,positive
an emerging,false,0,0,0,positive
above average,false,0,0,1,positive
neither false,true,0,0,0,positive
false nor,true,0,0,0,positive
some more,false,0,0,0,positive
jumped more,false,0,0,0,positive
more than,false,0,0,0,positive
close a,false,0,0,0,positive
a touch,false,0,0,0,positive
managed a,false,0,0,1,positive
a slight,false,0,0,1,positive
rebounded from,false,0,0,0,positive
from monday,false,0,0,0,positive
monday s,false,0,0,0,positive
inflationary pressures,false,0,0,1,positive
pressures were,false,0,0,1,positive
capital increase,false,0,0,0,positive
increase is,false,0,0,0,positive
is intended,false,0,0,0,positive
intended to,false,0,0,0,positive
strong overseas,false,0,0,0,positive
tone to,false,0,1,0,positive
to continue,false,0,1,0,positive
closed near,false,0,0,0,positive
near the,false,0,0,0,positive
the day,false,0,0,0,positive
day s,false,0,0,0,positive
expectations of,false,0,1,1,positive
of positive,false,0,1,1,positive
positive corporate,false,0,1,1,positive
push to,false,0,0,0,positive
to its,false,0,0,0,positive
its all,false,0,0,0,positive
all time,false,0,0,0,positive
some profit,false,0,0,0,positive
just off,false,0,0,0,positive
off the,false,0,0,0,positive
the day,false,0,0,0,positive
day s,false,0,0,0,positive
may be,false,0,0,0,positive
closed with,false,0,0,0,positive
getting a,false,0,1,0,positive
a positive,false,0,1,0,positive
rebounded and,true,0,0,0,positive
and buoyed,true,0,0,0,positive
buoyed by,true,0,0,0,positive
by overseas,true,0,0,0,positive
overseas economic,true,0,0,0,positive
much more,false,0,1,0,positive
better than,false,0,1,0,positive
than expected,false,0,1,0,positive
expected first,false,0,1,0,positive
first half,false,0,1,0,positive
surging as,false,0,0,1,positive
helping to,false,0,0,1,positive
helped spain,false,0,0,1,positive
better than,false,0,1,0,positive
seized in,false,0,1,0,positive
