Ngrams,Negation,Contrast,Positive entities,Negative entities,Class
bskyb introduces,false,0,1,0,neutral
introduces its,false,0,1,0,neutral
its digital,false,0,1,0,neutral
digital satellite,false,0,1,0,neutral
satellite television,false,0,1,0,neutral
television service,false,0,1,0,neutral
service in,false,0,1,0,neutral
according to,false,0,1,0,neutral
to the,false,0,1,0,neutral
the financial,false,0,1,0,neutral
thousands including,false,0,0,2,neutral
including junior,false,0,0,2,neutral
junior state,false,0,0,2,neutral
state doctors,false,0,0,2,neutral
magistrates and,false,0,0,2,neutral
and mortuary,false,0,0,2,neutral
mortuary attendants,false,0,0,2,neutral
emboldened by,false,0,0,2,neutral
by strong,false,0,0,2,neutral
strong public,false,0,0,2,neutral
public support,false,0,0,2,neutral
said they,false,0,0,2,neutral
they would,false,0,0,2,neutral
would remain,false,0,0,2,neutral
remain on,false,0,0,2,neutral
on the,false,0,0,2,neutral
the streets,false,0,0,2,neutral
streets until,false,0,0,2,neutral
until their,false,0,0,2,neutral
their demands,false,0,0,2,neutral
demands for,false,0,0,2,neutral
for wage,false,0,0,2,neutral
wage rises,false,0,0,2,neutral
rises of,false,0,0,2,neutral
of between,false,0,0,2,neutral
the strike,false,0,0,2,neutral
strike is,false,0,0,2,neutral
is a,false,0,0,2,neutral
a rare,false,0,0,2,neutral
rare challenge,false,0,0,2,neutral
challenge to,false,0,0,2,neutral
to president,false,0,0,2,neutral
president robert,false,0,0,2,neutral
robert mugabe,false,0,0,2,neutral
mugabe and,false,0,0,2,neutral
and his,false,0,0,2,neutral
his dominant,false,0,0,2,neutral
dominant ruling,false,0,0,2,neutral
ruling zanu,false,0,0,2,neutral
zanu pf,false,0,0,2,neutral
pf party,false,0,0,2,neutral
some senior,false,0,1,0,neutral
senior officials,false,0,1,0,neutral
officials and,false,0,1,0,neutral
and mps,false,0,1,0,neutral
mps have,false,0,1,0,neutral
have broken,false,0,1,0,neutral
broken ranks,false,0,1,0,neutral
ranks with,false,0,1,0,neutral
with the,false,0,1,0,neutral
the government,false,0,1,0,neutral
government to,false,0,1,0,neutral
to support,false,0,1,0,neutral
others have,true,0,0,0,neutral
have insisted,true,0,0,0,neutral
insisted that,true,0,0,0,neutral
that the,true,0,0,0,neutral
the government,true,0,0,0,neutral
government could,true,0,0,0,neutral
could not,true,0,0,0,neutral
not afford,true,0,0,0,neutral
afford to,true,0,0,0,neutral
upgrading our,false,0,0,3,neutral
our airborne,false,0,0,3,neutral
airborne activities,false,0,0,3,neutral
activities in,false,0,0,3,neutral
in france,false,0,0,3,neutral
france forms,false,0,0,3,neutral
forms part,false,0,0,3,neutral
part of,false,0,0,3,neutral
of ups,false,0,0,3,neutral
global strategy,false,0,0,3,neutral
strategy to,false,0,0,3,neutral
to meet,false,0,0,3,neutral
meet the,false,0,0,3,neutral
the demands,false,0,0,3,neutral
demands of,false,0,0,3,neutral
of overall,false,0,0,3,neutral
overall growth,false,0,0,3,neutral
growth of,false,0,0,3,neutral
of about,false,0,0,3,neutral
percent annually,false,0,0,3,neutral
in its,false,0,0,3,neutral
its international,false,0,0,3,neutral
ups to,false,0,0,1,neutral
to start,false,0,0,1,neutral
start five,false,0,0,1,neutral
five french,false,0,0,1,neutral
french feeder,false,0,0,1,neutral
united parcel,false,0,0,0,neutral
parcel service,false,0,0,0,neutral
service inc,false,0,0,0,neutral
inc of,false,0,0,0,neutral
of america,false,0,0,0,neutral
said it,false,0,0,0,neutral
it will,false,0,0,0,neutral
will launch,false,0,0,0,neutral
launch five,false,0,0,0,neutral
weekday feeder,false,0,0,0,neutral
feeder flights,false,0,0,0,neutral
flights in,false,0,0,0,neutral
two of,false,0,1,2,neutral
of the,false,0,1,2,neutral
the flights,false,0,1,2,neutral
flights will,false,0,1,2,neutral
will operate,false,0,1,2,neutral
operate between,false,0,1,2,neutral
between our,false,0,1,2,neutral
our french,false,0,1,2,neutral
french hub,false,0,1,2,neutral
hub at,false,0,1,2,neutral
at paris,false,0,1,2,neutral
paris charles,false,0,1,2,neutral
charles de,false,0,1,2,neutral
de gaulle,false,0,1,2,neutral
gaulle airport,false,0,1,2,neutral
airport and,false,0,1,2,neutral
and nantes,false,0,1,2,neutral
nantes and,false,0,1,2,neutral
and strasbourg,false,0,1,2,neutral
strasbourg while,false,0,1,2,neutral
while the,false,0,1,2,neutral
the other,false,0,1,2,neutral
other three,false,0,1,2,neutral
three will,false,0,1,2,neutral
will operate,false,0,1,2,neutral
operate between,false,0,1,2,neutral
between lyon,false,0,1,2,neutral
lyon satolas,false,0,1,2,neutral
satolas airport,false,0,1,2,neutral
airport and,false,0,1,2,neutral
and bordeaux,false,0,1,2,neutral
toulouse and,false,0,1,2,neutral
and nice,false,0,1,2,neutral
ups international,false,0,1,2,neutral
international engineering,false,0,1,2,neutral
engineering manager,false,0,1,2,neutral
manager for,false,0,1,2,neutral
for france,false,0,1,2,neutral
five two,false,0,0,0,neutral
two tonne,false,0,0,0,neutral
tonne cargo,false,0,0,0,neutral
cargo capacity,false,0,0,0,neutral
capacity beechcraft,false,0,0,0,neutral
aircraft will,false,0,0,0,neutral
will operate,false,0,0,0,neutral
operate on,false,0,0,0,neutral
on the,false,0,0,0,neutral
the new,false,0,0,0,neutral
new feeder,false,0,0,0,neutral
feeder routes,false,0,0,0,neutral
the aircraft,true,0,1,0,neutral
aircraft are,true,0,1,0,neutral
are being,true,0,1,0,neutral
being leased,true,0,1,0,neutral
leased from,true,0,1,0,neutral
from a,true,0,1,0,neutral
a french,true,0,1,0,neutral
french airline,true,0,1,0,neutral
whose identity,true,0,1,0,neutral
identity ups,true,0,1,0,neutral
ups was,true,0,1,0,neutral
was not,true,0,1,0,neutral
not prepared,true,0,1,0,neutral
prepared to,true,0,1,0,neutral
to disclose,true,0,1,0,neutral
colorado attorney,true,0,0,3,neutral
attorney general,true,0,0,3,neutral
general gale,true,0,0,3,neutral
gale norton,true,0,0,3,neutral
norton said,true,0,0,3,neutral
said friday,true,0,0,3,neutral
friday the,true,0,0,3,neutral
the state,true,0,0,3,neutral
state and,true,0,0,3,neutral
and the,true,0,0,3,neutral
the u,true,0,0,3,neutral
u s,true,0,0,3,neutral
government have,true,0,0,3,neutral
have sued,true,0,0,3,neutral
sued financier,true,0,0,3,neutral
financier robert,true,0,0,3,neutral
robert friedland,true,0,0,3,neutral
former president,true,0,0,3,neutral
president and,true,0,0,3,neutral
and major,true,0,0,3,neutral
major stockholder,true,0,0,3,neutral
stockholder of,true,0,0,3,neutral
of galactic,true,0,0,3,neutral
galactic resources,true,0,0,3,neutral
resources ltd,true,0,0,3,neutral
to recover,true,0,0,3,neutral
recover the,true,0,0,3,neutral
the cost,true,0,0,3,neutral
cost of,true,0,0,3,neutral
of cleaning,true,0,0,3,neutral
cleaning up,true,0,0,3,neutral
the colorado,true,0,0,0,neutral
colorado mine,true,0,0,0,neutral
mine is,true,0,0,0,neutral
is now,true,0,0,0,neutral
now a,true,0,0,0,neutral
a superfund,true,0,0,0,neutral
most of,false,0,0,0,neutral
of the,false,0,0,0,neutral
the people,false,0,0,0,neutral
people paid,false,0,0,0,neutral
paid to,false,0,0,0,neutral
to see,false,0,0,0,neutral
see what,false,0,0,0,neutral
what was,false,0,0,0,neutral
was going,false,0,0,0,neutral
going on,false,0,0,0,neutral
on and,false,0,0,0,neutral
and got,false,0,0,0,neutral
got out,false,0,0,0,neutral
out early,false,0,0,0,neutral
one floor,false,0,0,0,neutral
the office,true,0,0,0,neutral
office of,true,0,0,0,neutral
of the,true,0,0,0,neutral
the clerk,true,0,0,0,neutral
clerk of,true,0,0,0,neutral
of the,true,0,0,0,neutral
the courts,true,0,0,0,neutral
courts for,true,0,0,0,neutral
for the,true,0,0,0,neutral
the u,true,0,0,0,neutral
u s,true,0,0,0,neutral
district court,true,0,0,0,neutral
court for,true,0,0,0,neutral
for the,true,0,0,0,neutral
the eastern,true,0,0,0,neutral
eastern district,true,0,0,0,neutral
district of,true,0,0,0,neutral
of virginia,true,0,0,0,neutral
virginia normally,true,0,0,0,neutral
normally closes,true,0,0,0,neutral
closes at,true,0,0,0,neutral
p m,true,0,0,0,neutral
but judges,false,1,0,3,neutral
judges have,false,1,0,3,neutral
have the,false,1,0,3,neutral
the authority,false,1,0,3,neutral
authority to,false,1,0,3,neutral
to order,false,1,0,3,neutral
order the,false,1,0,3,neutral
the clerks,false,1,0,3,neutral
clerks to,false,1,0,3,neutral
to stay,false,1,0,3,neutral
stay and,false,1,0,3,neutral
and await,false,1,0,3,neutral
a u,true,0,0,0,neutral
u s,true,0,0,0,neutral
district court,true,0,0,0,neutral
court judge,true,0,0,0,neutral
judge had,true,0,0,0,neutral
had not,true,0,0,0,neutral
not announced,true,0,0,0,neutral
announced by,true,0,0,0,neutral
by the,true,0,0,0,neutral
the regular,true,0,0,0,neutral
regular close,true,0,0,0,neutral
close of,true,0,0,0,neutral
of business,true,0,0,0,neutral
business on,true,0,0,0,neutral
on friday,true,0,0,0,neutral
friday whether,true,0,0,0,neutral
whether he,true,0,0,0,neutral
he would,true,0,0,0,neutral
would issue,true,0,0,0,neutral
issue an,true,0,0,0,neutral
an injunction,true,0,0,0,neutral
injunction blocking,true,0,0,0,neutral
blocking the,true,0,0,0,neutral
the reorganization,true,0,0,0,neutral
reorganization plan,true,0,0,0,neutral
plan of,true,0,0,0,neutral
of financially,true,0,0,0,neutral
financially strapped,true,0,0,0,neutral
strapped insurance,true,0,0,0,neutral
insurance market,true,0,0,0,neutral
the indictment,false,0,0,1,neutral
indictment alleged,false,0,0,1,neutral
alleged that,false,0,0,1,neutral
that three,false,0,0,1,neutral
three of,false,0,0,1,neutral
of premium,false,0,0,1,neutral
premium s,false,0,0,1,neutral
s top,false,0,0,1,neutral
top officers,false,0,0,1,neutral
kenneth thenen,false,0,0,1,neutral
his son,false,0,0,1,neutral
scott thenen,false,0,0,1,neutral
and daniel,false,0,0,1,neutral
daniel morris,false,0,0,1,neutral
headed a,false,0,0,1,neutral
a massive,false,0,0,1,neutral
massive fraud,false,0,0,1,neutral
fraud scheme,false,0,0,1,neutral
scheme that,false,0,0,1,neutral
that bilked,false,0,0,1,neutral
bilked investors,false,0,0,1,neutral
investors of,false,0,0,1,neutral
of hundreds,false,0,0,1,neutral
hundreds of,false,0,0,1,neutral
of millions,false,0,0,1,neutral
millions of,false,0,0,1,neutral
of dollars,false,0,0,1,neutral
dollars and,false,0,0,1,neutral
and used,false,0,0,1,neutral
used the,false,0,0,1,neutral
the money,false,0,0,1,neutral
money to,false,0,0,1,neutral
to fund,false,0,0,1,neutral
fund lavish,false,0,0,1,neutral
lavish lifestyles,false,0,0,1,neutral
lifestyles that,false,0,0,1,neutral
that included,false,0,0,1,neutral
included luxury,false,0,0,1,neutral
luxury homes,false,0,0,1,neutral
russian security,false,0,0,3,neutral
security chief,false,0,0,3,neutral
chief alexander,false,0,0,3,neutral
alexander lebed,false,0,0,3,neutral
lebed pressed,false,0,0,3,neutral
pressed on,false,0,0,3,neutral
on with,false,0,0,3,neutral
with his,false,0,0,3,neutral
his plan,false,0,0,3,neutral
plan to,false,0,0,3,neutral
to bring,false,0,0,3,neutral
bring peace,false,0,0,3,neutral
peace to,false,0,0,3,neutral
to chechnya,false,0,0,3,neutral
chechnya on,false,0,0,3,neutral
on friday,false,0,0,3,neutral
armed at,false,0,0,3,neutral
at last,false,0,0,3,neutral
last with,false,0,0,3,neutral
with the,false,0,0,3,neutral
the public,false,0,0,3,neutral
public blessing,false,0,0,3,neutral
blessing of,false,0,0,3,neutral
of president,false,0,0,3,neutral
president boris,false,0,0,3,neutral
boris yeltsin,false,0,0,3,neutral
yeltsin and,false,0,0,3,neutral
and his,false,0,0,3,neutral
his permission,false,0,0,3,neutral
permission to,false,0,0,3,neutral
itar tass,false,0,0,3,neutral
tass news,false,0,0,3,neutral
news agency,false,0,0,3,neutral
agency reported,false,0,0,3,neutral
reported that,false,0,0,3,neutral
that lebed,false,0,0,3,neutral
lebed briefed,false,0,0,3,neutral
briefed yeltsin,false,0,0,3,neutral
yeltsin late,false,0,0,3,neutral
late on,false,0,0,3,neutral
on friday,false,0,0,3,neutral
friday and,false,0,0,3,neutral
and the,false,0,0,3,neutral
the president,false,0,0,3,neutral
president gave,false,0,0,3,neutral
gave the,false,0,0,3,neutral
the former,false,0,0,3,neutral
former paratroop,false,0,0,3,neutral
paratroop general,false,0,0,3,neutral
general his,false,0,0,3,neutral
his approval,false,0,0,3,neutral
approval to,false,0,0,3,neutral
to seek,false,0,0,3,neutral
seek a,false,0,0,3,neutral
a political,false,0,0,3,neutral
political solution,false,0,0,3,neutral
solution in,false,0,0,3,neutral
in talks,false,0,0,3,neutral
talks with,false,0,0,3,neutral
with leaders,false,0,0,3,neutral
leaders of,false,0,0,3,neutral
president bill,false,0,0,0,neutral
bill clinton,false,0,0,0,neutral
endorsing a,false,0,0,0,neutral
a plan,false,0,0,0,neutral
plan broadening,false,0,0,0,neutral
broadening the,false,0,0,0,neutral
the food,false,0,0,0,neutral
food and,false,0,0,0,neutral
and drug,false,0,0,0,neutral
drug administration,false,0,0,0,neutral
administration s,false,0,0,0,neutral
s fda,false,0,0,0,neutral
approved rules,false,0,0,0,neutral
rules to,false,0,0,0,neutral
to curb,false,0,0,0,neutral
curb teen,false,0,0,0,neutral
teen smoking,false,0,0,0,neutral
smoking by,false,0,0,0,neutral
by restricting,false,0,0,0,neutral
restricting the,false,0,0,0,neutral
the sale,false,0,0,0,neutral
sale and,false,0,0,0,neutral
and advertising,false,0,0,0,neutral
advertising of,false,0,0,0,neutral
of tobacco,false,0,0,0,neutral
the white,false,0,0,0,neutral
against a,false,0,1,2,neutral
a backdrop,false,0,1,2,neutral
backdrop of,false,0,1,2,neutral
of election,false,0,1,2,neutral
election year,false,0,1,2,neutral
year politics,false,0,1,2,neutral
clinton publicly,false,0,1,2,neutral
publicly embraced,false,0,1,2,neutral
embraced a,false,0,1,2,neutral
a controversial,false,0,1,2,neutral
controversial plan,false,0,1,2,neutral
plan that,false,0,1,2,neutral
that has,false,0,1,2,neutral
has been,false,0,1,2,neutral
been softened,false,0,1,2,neutral
softened from,false,0,1,2,neutral
from a,false,0,1,2,neutral
a more,false,0,1,2,neutral
more stringent,false,0,1,2,neutral
stringent approach,false,0,1,2,neutral
the president,false,0,0,0,neutral
president has,false,0,0,0,neutral
has accepted,false,0,0,0,neutral
accepted and,false,0,0,0,neutral
and authorized,false,0,0,0,neutral
the fda,false,0,0,0,neutral
fda action,false,0,0,0,neutral
action after,false,0,0,0,neutral
after an,false,0,0,0,neutral
an internal,false,0,0,0,neutral
internal administration,false,0,0,0,neutral
administration review,false,0,0,0,neutral
white house,false,0,0,0,neutral
house press,false,0,0,0,neutral
press secretary,false,0,0,0,neutral
the restrictions,false,0,0,0,neutral
restrictions include,false,0,0,0,neutral
include limiting,false,0,0,0,neutral
limiting vending,false,0,0,0,neutral
vending machine,false,0,0,0,neutral
machine sales,false,0,0,0,neutral
sales and,false,0,0,0,neutral
and curbing,false,0,0,0,neutral
curbing advertising,false,0,0,0,neutral
advertising aimed,false,0,0,0,neutral
aimed at,false,0,0,0,neutral
mccurry said,false,0,0,0,neutral
said clinton,false,0,0,0,neutral
clinton in,false,0,0,0,neutral
in essence,false,0,0,0,neutral
essence has,false,0,0,0,neutral
has accepted,false,0,0,0,neutral
that cigarettes,false,0,0,0,neutral
cigarettes and,false,0,0,0,neutral
and smokeless,false,0,0,0,neutral
smokeless tobacco,false,0,0,0,neutral
tobacco are,false,0,0,0,neutral
are delivery,false,0,0,0,neutral
delivery devices,false,0,0,0,neutral
for nicotine,false,0,0,0,neutral
which the,false,0,0,0,neutral
the administration,false,0,0,0,neutral
administration believes,false,0,0,0,neutral
believes qualifies,false,0,0,0,neutral
qualifies them,false,0,0,0,neutral
them to,false,0,0,0,neutral
to fall,false,0,0,0,neutral
fall under,false,0,0,0,neutral
under the,false,0,0,0,neutral
clinton approves,false,0,0,0,neutral
approves fda,false,0,0,0,neutral
fda curbs,false,0,0,0,neutral
curbs on,false,0,0,0,neutral
on teen,false,0,0,0,neutral
here is,false,0,0,0,neutral
is how,false,0,0,0,neutral
how major,false,0,0,0,neutral
major stock,false,0,0,0,neutral
stock markets,false,0,0,0,neutral
markets outside,false,0,0,0,neutral
outside the,false,0,0,0,neutral
the united,false,0,0,0,neutral
united states,false,0,0,0,neutral
stocks ended,false,0,0,1,neutral
ended almost,false,0,0,1,neutral
almost unchanged,false,0,0,1,neutral
unchanged as,false,0,0,1,neutral
as a,false,0,0,1,neutral
a weaker,false,0,0,1,neutral
weaker dollar,false,0,0,1,neutral
dollar and,false,0,0,1,neutral
and softer,false,0,0,1,neutral
softer german,false,0,0,1,neutral
german bonds,false,0,0,1,neutral
bonds weighed,false,0,0,1,neutral
weighed on,false,0,0,1,neutral
czech central,false,0,0,0,neutral
central bank,false,0,0,0,neutral
bank committed,false,0,0,0,neutral
committed to,false,0,0,0,neutral
to its,false,0,0,0,neutral
its crown,false,0,0,0,neutral
czech national,true,0,0,1,neutral
national bank,true,0,0,1,neutral
bank cnb,true,0,0,1,neutral
governor josef,true,0,0,1,neutral
josef tosovsky,true,0,0,1,neutral
tosovsky on,true,0,0,1,neutral
on friday,true,0,0,1,neutral
friday said,true,0,0,1,neutral
said the,true,0,0,1,neutral
the central,true,0,0,1,neutral
central bank,true,0,0,1,neutral
bank was,true,0,0,1,neutral
was committed,true,0,0,1,neutral
committed to,true,0,0,1,neutral
to keeping,true,0,0,1,neutral
keeping the,true,0,0,1,neutral
